작업담당부서,원본파일,NO.,전체NO.,기업명,특이사항,사업자등록번호,대표자명,설립일자,업종,상시종업원수,사업장 주소,총자산,,,자기자본,,,매출액,,,영업이익,,,당기순이익,,,자기자본 전액 잠식 여부,"바사등급, 최종등급 수준",특허건수,지원사업,1. 금융테스트베드 비용지원,,,,,,,2. D-테스트베드,,,,,,,3. 책임보험료,,,,,,,4. 핀테크보안,,,,,,,5. 금융클라우드,,,,,,,6. 핀테크 멘토링,,,,,,,7. 큐브(업무공간제공),,,,,,,8. 디지털 금융기술 내재화,,,,,,,9. 해외 진출 컨설팅,,,,,,,10. 해외진출 특화 프로그램(전시),,,,,,,11. 일자리 매칭지원,,,,,,,12. 핀테크 인턴십,,,,,,,13. 지방 핀테크기업 입주지원,,,,,,
창업지원부,편람_2025,80,47,언커먼랩(주),,576-87-02340,김동언,2022-08-01,응용 소프트웨어 개발 및 공급업,10,부산광역시 남구 문현동 전포대로 133 (문현동) 제오피스호 13층, - ,278,175, - ,268,157, - ,105,112, - ,-235,-439, - ,-213,-210, - ,E4, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,81,48,(주)코빗,,220-88-61399,-,2013-07-05,컴퓨터시스템 통합 자문 및 구축 서비스업,102,"서울 강남구 테헤란로5길 7, 4층(역삼동)","113,607","103,377","226,054","54,954","41,736","53,765","4,330","1,691","8,724","-35,841","-26,877","-16,762","-50,174","-14,184","9,841", - ,E6, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,82,49,(주)한국금거래소디지털에셋,,764-81-01460,박성욱,2019-03-25,컴퓨터 프로그래밍 서비스업,26,"서울특별시 종로구 돈의동 돈화문로5가길 1 (돈의동,피카디리플러스)","46,803","52,377","66,287","15,553","12,264","6,746","168,207","77,253","106,632",648,-721,"-6,335","8,915","-2,383","-5,518", - ,E5, - ,3,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,85,50,(주)위닝아이,"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:데이터부족)",775-87-00217,-,2015-10-16,응용 소프트웨어 개발 및 공급업,9,"서울 구로구 디지털로 285, 908호 (구로동,에이스트윈타워1차)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,88,51,(주)앤톡,,527-88-00181,박재준,2015-10-20,응용 소프트웨어 개발 및 공급업,19,서울특별시 중구 퇴계로 108 (회현동3가) 2층,586,841,868,421,172,178,867,668,975,-116,-418,-469,95,-249,6, - ,E4,1,8,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,89,52,한국전자금융(주),,214-86-45634,-,2000-01-11,그 외 기타 분류 안된 사업 지원 서비스업,201,"서울특별시 마포구 새창로 7 , 6층,7층,8층(도화동)","460,258","475,742","480,556","171,233","177,148","175,408","259,435","328,386","290,229","15,904","24,724","14,860","6,066","12,763","2,589", - ,E5, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,90,53,(주)파이퍼블릭,,222-81-35409,이호승,2020-11-06,포털 및 기타 인터넷 정보 매개 서비스업,6,서울특별시 강남구 선릉로 428 12층(대치동),656,734,729,422,494,381, - , - ,14,-119,-241,-505,-26,73,-112, - ,E5, - ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,91,54,(주)키삭,,213-86-34279,-,1998-02-11,컴퓨터시스템 통합 자문 및 구축 서비스업,38,"서울 금천구 가산디지털1로 168,  A동 1112호 (가산동,우림라이온스밸리)","7,499",775,"5,641","3,619","4,090","4,434","4,995","4,988","4,537",870,712,506,881,762,614, - ,E1, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,92,55,(주)이넥스트아이,,109-86-01028,심요섭,2005-12-27,응용 소프트웨어 개발 및 공급업,29,"서울 영등포구 경인로 775 , 3동 407호(문래동3가)","3,357","4,552","3,800","2,384","1,816","1,851","7,031","9,160","6,983",536,-476,208,525,-552,113, - ,E2, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,93,56,(주)넘버트랙,,803-81-01692,문지성,2020-03-06,응용 소프트웨어 개발 및 공급업,14,"서울특별시 강남구 논현로 319 , 2층 일부(역삼동, 정유빌딩)",983,"1,600","1,515",730,"1,042",429,396,468,680,48,-252,-707,49,-265,-613, - ,E4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,94,57,스마트핀텍(주),,756-86-00960,김소정,2017-09-12,시스템 소프트웨어 개발 및 공급업,14,"서울 강남구 역삼로14길 7, 4층 (역삼동,단석빌딩)","1,301",984,"1,169","1,292",848,11,2,6,18,-848,-996,-871,-638,"-1,216",-837, - ,E8, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,95,58,(주)276홀딩스,,732-86-01599,신인근,2019-12-03,상품 종합 도매업,11,인천광역시 서구 석남동 건지로 269 (석남동) 301호,473,609,"2,140",98,100,228,470,975,"4,243",-360,-381,-486,-332,-398,-372, - ,E9, - ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
창업지원부,편람_2025,96,59,토스뱅크(주),,462-86-01671,이은미,2020-01-31,국내은행,580,"서울 강남구 테헤란로 131, 13층 (역삼동,한국지식재산센터)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,98,60,(주)파수,,120-86-06582,조규곤,2000-06-08,응용 소프트웨어 개발 및 공급업,195,"서울 마포구 월드컵북로 396 ,17층(상암동,누리꿈스퀘어비즈니스센타)","49,145","43,900","46,638","31,416","33,425","34,463","35,802","32,776","35,680","4,830","3,536","3,977","4,648","3,732","3,740", - ,E1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,99,61,(주)일루넥스,,638-88-01059,박진혁,2018-03-08,응용 소프트웨어 개발 및 공급업,37,"경기도 고양시 덕양구 향기로 180 , 10층 에프1007호, 에프1010호, 에프1011호, 에프1012호(향동동)","2,596","3,456","4,935",835,"1,274","2,284","2,215","2,479","3,125",-621,-379,241,263,89,210, - ,E5,3,2,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,100,62,(주)이나인페이,,119-86-00332,-,2007-07-27,그 외 기타 금융 지원 서비스업,92,"서울 관악구 남부순환로 1793, 803호 (봉천동,백광빌딩)","32,543","52,865","57,531","18,536","32,528","50,812","33,758","47,715","56,350","8,355","17,471","22,349","6,288","13,991","17,586", - ,E1, - ,20,1,1,1,,,,,,,,,,,,,1,1,,,,,,1,1,,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
창업지원부,편람_2025,101,63,(주)누리펀딩,,677-81-00871,-,2017-04-19,데이터베이스 및 온라인 정보제공업,3,-,548,502,451,421,384,388,277,272,339,-99,-39,-19,-85,-38,1, - ,E3, - ,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,103,64,(주)아톤모빌리티,,140-81-22581,강철,2007-05-22,데이터베이스 및 온라인 정보제공업,30,"서울특별시 서초구 강남대로 273 , 10층(서초동)","3,870","4,544","5,577","2,660","3,551","4,313","3,773","3,977","4,252",529,970,845,"1,293",937,880, - ,E1, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,104,65,(주)서울프라퍼티인사이트,,893-86-01031,김정은,2018-10-26,뉴스 제공업,19,서울특별시 중구 세종대로 136 (태평로1가) 3층,419,"1,241",257,14,195,-719,471,590,78,-715,"-1,199","-1,485",-738,"-1,219","-1,516", - ,E9, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,105,66,(주)트리거파트너스,"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:데이터부족)",146-86-00732,김운하,2017-01-24,그 외 기타 분류 안된 금융업,14,서울특별시 강남구 학동로34길 16, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,107,67,(주)데이터앤애널리틱스,,142-81-57863,김경수,2013-03-27,응용 소프트웨어 개발 및 공급업,3,"경기 용인시 기흥구 신구로54번길 5-4 302호(구갈동,한세타운)",573,425,244,538,320,137,128,73,56,-203,-286,-202,-258,-218,-183, - ,E3, - ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
창업지원부,편람_2025,108,68,(주)위시어폰," 다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:데이터부족)",393-88-00119,-,2015-06-09,응용 소프트웨어 개발 및 공급업,0,"서울 중구 을지로 66, 13층 (을지로2가,하나금융그룹명동사옥)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,109,69,(주)데이터유니버스,,382-86-01230,강원석,2018-06-12,응용 소프트웨어 개발 및 공급업,9,"서울특별시 영등포구 의사당대로 83 , 서울핀테크랩(여의도동, 오투타워)","23,390","40,980","65,771","19,735","36,800","58,617","27,207","42,200","61,464","10,888","18,465","26,364","11,316","16,956","24,706", - ,E1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,112,70,오버테이크(주),"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:유효기간경과)",232-86-02064,-,2021-03-03,데이터베이스 및 온라인 정보제공업,0,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,114,71,(주)케이에스넷,,120-81-97322,박한국,1999-12-30,그 외 기타 전기 통신업,156,서울특별시 서초구 반포대로 95 (서초동) 2층,"278,600","265,037","243,925","63,187","56,513","51,908","223,974","225,034","231,856","18,831","16,591","13,208","4,816","13,659","11,017", - ,E2, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,115,72,(주)핀플넷,#NAME?,605-81-90742,이석환,2008-09-26,그 외 기타 분류 안된 금융업,11,"부산 연제구 월드컵대로145번길 32, 4층 (연산동,석정빌딩)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,116,73,(주)에인,#NAME?,117-87-01439,-,2019-01-10,광고 대행업,11,-,473, - , - ,323, - , - ,"1,360", - , - ,42, - , - ,35, - , - , - ,E5, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,118,74,(주)쿠콘,,107-86-85702,김종현,2006-12-14,데이터베이스 및 온라인 정보제공업,108,"서울 영등포구 의사당대로 97, 12층 (여의도동,교보증권빌딩)","183,272","207,548","262,925","130,495","128,160","146,807","62,694","68,366","73,038","19,713","16,586","16,589","4,907","7,174","15,776", - ,E1, - ,7,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,119,75,(주)온투인,,393-88-00555,권성한,2016-09-13,그 외 기타 금융 지원 서비스업,14,"서울특별시 송파구 송파동 오금로 178 (송파동,중산빌딩)","22,969","27,862", - ,"22,621","27,543", - ,104,85, - ,"-1,193","-1,707", - ,"-3,753","4,922", - , - ,E3, - ,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,120,76,(주)붐코커뮤니케이션,,494-86-01834,박경훈,2020-01-08,응용 소프트웨어 개발 및 공급업,25,대전광역시 유성구 대학로 179 디브리지 디2동 공유오피스-2(궁동),635,"1,169","1,925",200,292,303,"1,639","1,364","2,422",125,-142,43,210,-7,10, - ,E7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,122,77,(주)피티지컴퍼니,,648-88-02152,박태권,2021-07-30,수동식 식품 가공기기 및 금속 주방용기 제조업,5,"부산광역시 강서구 송정동 녹산산단382로14번길 55 (송정동,부산광역시 신발산업진흥센타) 녹산협업화사업장 306호",531,682,"1,038",92,119,194,485,483,603,64,43,62,80,27,35, - ,E6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,123,78,(주)페이타랩,,452-87-01123,곽수용,2018-02-28,시스템 소프트웨어 개발 및 공급업,20,부산광역시 부산진구 서면로 39 (부전동),"9,301","10,195","8,278","8,240","7,636","4,574","1,068","3,388","5,926","-4,459","-5,473","-3,663","-4,007","-4,458","-3,046", - ,E3, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,124,79,하워드랩(주),,498-87-01250,-,2018-11-13,기타 반도체소자 제조업,4,"충북 청주시 청원구 오창읍 양청4길 45, B동 624호 충북대학교 융합기술원 (주성리)",758,903,934,163,166,167,"1,305","1,316","1,279",12,30,31,5,2,2, - ,E7, - ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,
창업지원부,편람_2025,126,80,베네핏소셜(주),"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:데이터부족)",836-88-00329,함영일,2016-06-01,그 외 기타 금융 지원 서비스업,13,"서울특별시 구로구 구로동 디지털로33길 28 4층, 407호 (구로동,우림이비지센터1차)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,4,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,127,81,(주)옵타움플랫폼,,582-81-01285,-,2018-10-17,그 외 기타 금융 지원 서비스업,8,"부산 금정구 금정로 61, 3층 4층 5층 (장전동)","10,756","6,523","4,891",201,"-1,635",165,420,67,28,"-1,348","-1,514","-1,459",-884,"-1,835",-687, - ,E6, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,128,82,(주)알에스팀,,672-86-00847,유선호,2017-11-29,응용 소프트웨어 개발 및 공급업,17,대전광역시 중구 용두동 계룡로 789 (용두동) 3층 (오룡빌딩),723,962,786,219,265,313,731,"1,374","1,375",4,46,57,3,45,47, - ,E3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
창업지원부,편람_2025,129,83,(주)아이씨비,,131-86-49446,강진철,2013-06-14,그 외 기타 금융 지원 서비스업,38,"인천 연수구 아트센터대로 131 (송도동,커낼워크 D2)","22,133","25,512","27,185",305,"-1,963","-4,751","10,932","13,710","13,982","-3,904","-2,301","-2,257","-1,789","-3,027","-2,792",자기자본 전액 잠식 & 당기순이익 연속 2개년 부,E8, - ,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,130,84,에스비아이코스머니(주),,538-87-00767,-,2017-08-01,그 외 기타 금융 지원 서비스업,30,-,"7,161","9,744","8,796","3,881","6,205","6,910","5,630","7,323","5,953",741,"2,385",959,782,"2,324",705, - ,E1, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,131,85,(주)틸론소프트,"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:유효기간경과)",589-86-02669,-,2022-07-18,시스템 소프트웨어 개발 및 공급업,0,"제주 제주시 첨단로 213-3, 311호, 312호 (영평동,스마트빌딩)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,132,86,(주)늘엔,,214-88-29152,구영기,2008-07-07,컴퓨터 프로그래밍 서비스업,68,"서울특별시 금천구 가산디지털2로 43-14 217호,16층 1622-1625호(가산동,가산한화비즈메트로2차)","4,401","5,530","6,236","1,663","1,841","1,926","8,432","9,133","9,858",160,351,198,196,178,134, - , E5 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,133,87,(주)웹게이트,,464-87-01602,김상석,2020-02-11,기타 무선 통신장비 제조업,60,"경기도 군포시 공단로 284 , 602호(금정동,한림벤처타운)","11,858","16,161","19,602","8,863","11,654","14,835","16,321","16,517","18,967","2,164","2,743","2,987","2,266","2,990","3,481", - , E7 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,134,88,(주)폰머니,"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:유효기간경과)",188-88-00889,-,2017-09-25,그 외 기타 금융 지원 서비스업,9,"서울 종로구 종로 309-1, 2층, 3층 (창신동)",972,896,508,755,881,462,23,50,7,-629,-670,-718,-549,-565,-664,자기자본 전액 잠식 & 당기순이익 연속 2개년 부, E8 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,135,89,(주)파인더스,,280-87-01611,윤상일,2019-08-20,데이터베이스 및 온라인 정보제공업,7,"경기도 성남시 수정구 복정로 9 , 501호(복정동,경호빌딩)","1,411","1,280",825,"1,023","1,098","1,658",275,604,286,-393,"-1,084","-1,149",-369,"-1,106","-1,015",자기자본 전액 잠식 & 당기순이익 연속 2개년 부, E9 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,137,90,(주)알파로직,"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:데이터부족)",755-88-01301,김현욱,2019-07-23,응용 소프트웨어 개발 및 공급업,0,"서울특별시 송파구 송파대로 167 , A동 918호(문정동, 문정역테라타워)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
창업지원부,편람_2025,138,91,가제트코리아(주),,786-87-01837,유상혁,2020-11-09,통신 재판매업,37,"서울특별시 마포구 마포대로 122 13층(공덕동, 신용보증기금빌딩)",417,"4,733","12,414",77,"3,549","9,721",499,"6,555","17,596",-301,"1,265",986,-182,"1,427",991, - ,E1, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,140,92,나이스비즈니스플랫폼(주),,458-87-01363,-,2019-04-15,응용 소프트웨어 개발 및 공급업,24,"서울 영등포구 의사당대로 8, 11층 (여의도동,태흥빌딩)","14,231","13,906","11,391","13,363","13,107","10,611","1,124","1,576","1,787","-2,632","-2,701","-2,680","-2,697","-2,729","-2,622", - ,E2, - ,4,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,141,93,(주)펀딩119,,564-86-01623,-,2019-12-04,응용 소프트웨어 개발 및 공급업,12,-,425,635,247,389,542,74,287,484,710,-261,-393,-548,-211,-343,-468, - ,E6, - ,4,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,142,94,(주)스페이스포트,,330-81-01777,김찬우,2020-02-13,컴퓨터시스템 통합 자문 및 구축 서비스업,11,부산광역시 남구 문현동 전포대로 133 위워크 13층(문현동),"1,020","1,821","2,021",311,502,614,704,"1,006","1,411",72,99,118,64,179,111, - ,E3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
창업지원부,편람_2025,143,95,마드라스체크(주),,189-87-00172,-,2015-11-02,응용 소프트웨어 개발 및 공급업,97,"서울 영등포구 영신로 220, 1409호, 1410호, 1411호, 1412호  (영등포동8가,케이앤케이디지털타워)","10,223","5,793","6,061","6,247","1,611",-897,"7,002","9,982","13,308","-4,407","-5,073","-2,321","-4,058","-4,737","-2,252",자기자본 전액 잠식 & 당기순이익 연속 2개년 부,E8, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,144,96,프리스닥(주),"다음의 사유로 불완전한 BASA 보고서가 제공됩니다.
(사유:데이터부족)",107-86-82200,-,2006-09-12,그 외 기타 분류 안된 금융업,3,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,145,97,(주)메디펀,,177-81-01201,-,2019-03-13,시스템 소프트웨어 개발 및 공급업,3,"부산 남구 신선로 428, 327호 학생복지관 (용당동,동명대학교)",313,345,679,290,285,221,335,294,243,-29,-170,-382,107,5,2, - ,E5, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,146,98,(주)헥토파이낸셜,,101-81-63383,최종원,2000-10-09,데이터베이스 및 온라인 정보제공업,210,"서울특별시 강남구 테헤란로34길 6 9,10층 (역삼동)","323,610","367,507","441,505","136,248","140,593","150,338","121,638","140,404","144,172","14,166","15,815","15,825","17,509","13,434","121,501", - ,E2, - ,6,1,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,149,99,해피블록(주),,712-86-02691,김규윤,2022-05-11,응용 소프트웨어 개발 및 공급업,6,"서울특별시 영등포구 여의도동 국제금융로 106 제407호 (여의도동,행진빌딩)", - , - ,250, - , - ,-251, - , - ,120, - , - ,-608, - , - ,-579, - ,E9, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
